run_id,dataset,backend,npoints,arm,repeat,k,budget,status,solve_time_s,simplex_iters,barrier_iters,dobj,gurobi_maxmem_gb
Tiny,Tiny,highs,25,cold_simplex,2,19,288229.86,OPTIMAL,0.0033,214,0,16.500833,NaN
Tiny,Tiny,highs,25,cold_simplex,2,20,289301.34,OPTIMAL,0.0031,214,0,16.304772,NaN
Tiny,Tiny,highs,25,cold_simplex,2,21,290372.83,OPTIMAL,0.0031,215,0,16.116488,NaN
Tiny,Tiny,highs,25,cold_simplex,2,22,291444.32,OPTIMAL,0.0031,214,0,15.943208,NaN
Tiny,Tiny,highs,25,cold_simplex,2,23,292515.8,OPTIMAL,0.0031,214,0,15.779536,NaN
Tiny,Tiny,highs,25,cold_simplex,2,24,293587.29,OPTIMAL,0.0031,212,0,15.629093,NaN
Tiny,Tiny,highs,25,cold_simplex,2,25,294658.78,OPTIMAL,0.0031,211,0,15.485553,NaN
Tiny,Tiny,highs,25,cold_simplex,3,1,268943.1,OPTIMAL,0.0035,220,0,42.100694,NaN
Tiny,Tiny,highs,25,cold_simplex,3,2,270014.59,OPTIMAL,0.0033,215,0,33.593362,NaN
Tiny,Tiny,highs,25,cold_simplex,3,3,271086.07,OPTIMAL,0.0032,213,0,26.292739,NaN
Tiny,Tiny,highs,25,cold_simplex,3,4,272157.56,OPTIMAL,0.0032,211,0,22.488434,NaN
Tiny,Tiny,highs,25,cold_simplex,3,5,273229.05,OPTIMAL,0.0032,209,0,21.227639,NaN
Tiny,Tiny,highs,25,cold_simplex,3,6,274300.53,OPTIMAL,0.0030,208,0,20.237996,NaN
Tiny,Tiny,highs,25,cold_simplex,3,7,275372.02,OPTIMAL,0.0030,207,0,19.627757,NaN
Tiny,Tiny,highs,25,cold_simplex,3,8,276443.51,OPTIMAL,0.0030,208,0,19.066673,NaN
Tiny,Tiny,highs,25,cold_simplex,3,9,277514.99,OPTIMAL,0.0029,207,0,18.675804,NaN
Tiny,Tiny,highs,25,cold_simplex,3,10,278586.48,OPTIMAL,0.0036,210,0,18.417856,NaN
Tiny,Tiny,highs,25,cold_simplex,3,11,279657.97,OPTIMAL,0.0033,210,0,18.163734,NaN
Tiny,Tiny,highs,25,cold_simplex,3,12,280729.45,OPTIMAL,0.0032,210,0,17.919271,NaN
Tiny,Tiny,highs,25,cold_simplex,3,13,281800.94,OPTIMAL,0.0031,211,0,17.694451,NaN
Tiny,Tiny,highs,25,cold_simplex,3,14,282872.43,OPTIMAL,0.0031,213,0,17.481136,NaN
Tiny,Tiny,highs,25,cold_simplex,3,15,283943.91,OPTIMAL,0.0035,213,0,17.285075,NaN
Tiny,Tiny,highs,25,cold_simplex,3,16,285015.4,OPTIMAL,0.0032,213,0,17.089015,NaN
Tiny,Tiny,highs,25,cold_simplex,3,17,286086.89,OPTIMAL,0.0031,214,0,16.892954,NaN
Tiny,Tiny,highs,25,cold_simplex,3,18,287158.37,OPTIMAL,0.0031,214,0,16.696893,NaN
Tiny,Tiny,highs,25,cold_simplex,3,19,288229.86,OPTIMAL,0.0031,214,0,16.500833,NaN
Tiny,Tiny,highs,25,cold_simplex,3,20,289301.34,OPTIMAL,0.0031,214,0,16.304772,NaN
Tiny,Tiny,highs,25,cold_simplex,3,21,290372.83,OPTIMAL,0.0031,215,0,16.116488,NaN
Tiny,Tiny,highs,25,cold_simplex,3,22,291444.32,OPTIMAL,0.0030,214,0,15.943208,NaN
Tiny,Tiny,highs,25,cold_simplex,3,23,292515.8,OPTIMAL,0.0030,214,0,15.779536,NaN
Tiny,Tiny,highs,25,cold_simplex,3,24,293587.29,OPTIMAL,0.0030,212,0,15.629093,NaN
Tiny,Tiny,highs,25,cold_simplex,3,25,294658.78,OPTIMAL,0.0030,211,0,15.485553,NaN
